Title,Rating,Genre,Description,Release year,Casts,Country
≥75℃ (2019),Not Rated,"Drama , Business , Drama , Friendship , Life , Romance , Korean | Episodes 5","Tea master Hong won the Winter Course Competition held at the Altdif headquarters. The head of the marketing team, Cha, who came to collaborate, was in disagreement. Will they be able to complete the perfect winter tea? ",Release: 2019,"{'Shin Hyun Jin\nMain Role', 'Park Ji An\nMain Role', 'Lee Yoo Ri\nMain Role', 'Lee Yoo Ha\nGuest Role'}",Korean
Seasonal Love (2018),Two & Half Stars,"Drama , Drama , Romance , Korean | Episodes 10",Seasonal Love,Release: 2018,not available,Korean
Romanced (2021),Two Stars,"Drama , Drama , Mystery , Romance , Korean | Episodes 8",A quirky and provocative secret romance set in the theatre. A play based on a revenge plot is in progress with both leads keeping their true identities under wraps.,Release: 2021,"{'Choi Si Hoon\nMain Role', 'Kim Jae Won\nMain Role', 'Kim Ye Eun\nMain Role', 'Kwak Ye Heon\nMain Role'}",Korean
Standby Curator (2019),Three Stars,"Drama , Drama , Friendship , Life , Romance , Korean | Episodes 10","The web drama 'Standby Curator' is a new work by 'Vanilla', which focuses on the reality of graduates of the US University and prepares for a youth writer's exhibition centered on curators and graduates (Park Shi An). It is a fresh web drama focused on art characters, and it deals with episodes that young artists who are actually preparing for the exhibition can sympathize with.",Release: 2019,"{'Son Hyun Woo\nSupport Role', 'Go Hye Jung\nSupport Role', 'Yang Hak Jin\nMain Role', 'Choi Si Hoon\nMain Role', 'Park Sang Nam\nSupport Role', 'Chae Bin\nSupport Role', 'Park Shi An\nMain Role'}",Korean
Flat (2017),Three Stars,"Drama , Drama , Life , Romance , School , Youth , Korean | Episodes 8","Yeon Woo a highschool boy meets Da Mi, he feels an instant connection after he notices her bright red sneakers. Da Mi & Yeon Woo tell their story, reminiscing over the past, how they became friends and how their relationship grew and developed over the years. ",Release: 2017,not available,Korean
Someway (2020),Three Stars,"Drama , Drama , Food , Romance , Korean | Episodes 6",Someway,Release: 2020,"{'Choi Min Kyu\nMain Role', 'Jung Hyo Jun\nMain Role', 'Kim So Yeon\nSupport Role', 'Kim Min Ah\nMain Role'}",Korean
A Touch On Your Cheek (2017),Two & Half Stars,"Drama , Comedy , Drama , Fantasy , Romance , Korean | Episodes 12","'A Touch On Your Cheek' is a romantic Time Slip Concept comedy that combines the concept of web drama and webtoon. The characters are Kim Ji Sung who will be a gisaeng trainee, and Minsung in the body of ""Min Ho"" who is a beauty at her school and an artist. ",Release: 2017,"{'Kim In Hwa\nMain Role', 'Minsung\nMain Role', 'Kim Ji Sung\nMain Role'}",Korean
Can't Find the Answer (2021),Three & Half Stars,"Drama , Drama , Romance , Korean | Episodes 10",Can't Find the Answer,Release: 2021,{'Yoon Seo Bin\nMain Role'},Korean
Romance Bible (2020),Two Stars,"Drama , Drama , Romance , Korean | Episodes 8","A story of ex-lovers reuniting as a director and lead character of a webdrama. The main character who does not believe in love, writes a romance drama and various realistic things happen due to it. ",Release: 2020,"{'Oh Dong Min\nMain Role', 'Yeon Je Hyung\nMain Role', 'Park Seung Ji\nMain Role', 'Lee Jung Min\nMain Role', 'Shin Se Hwi\nMain Role'}",Korean
Eight Days Mystery of Jeong Jo Assassination (2007),Three Stars,"Drama , Drama , Historical , Mystery , Korean | Episodes 10",The drama is about the assassination attempts on Emperor Jeong Jo's life during the 8 day period when he left the palace for a ceremony to honor his father who was killed by his grandfather. ,Release: 2007,"{'', 'Kim Ki Hyun\nSupport Role', 'Park Chan Hwan\nSupport Role', 'Support Role', 'Park Jong Won\nUnknown Role', 'Kim Sung Kyum\nSupport Role', 'Jang Ki Yong\nSupport Role', 'Jung Ae Ri\nSupport Role', 'Han Chul Woo\nSupport Role', 'Kim Sang Joong\nMain Role', 'Lee Dae Yeon\nSupport Role', 'Park Soo Hyun\nSupport Role', 'Lee Sun Ho\nSupport Role', 'Park Gun Tae\nSupport Role', 'Park Jung Chul\nSupport Role', 'Jang Sung Baek\nUnknown Role'}",Korean
Paik's Spirit (2021),Not Rated,"Drama , Documentary , Drama , Food , Korean | Episodes 6","A reality series introducing Korean alcohol and food culture by Culinary Researcher Baek Jong Won. Drinks keep the conversation flowing as culinary star Baek Jong Won and celebrity guests talk life, food and booze over intoxicating meals. ",Release: 2021,"{'Baek Jong Won\nMain Host', 'Kim Yeon Koung\nGuest', 'Han Ji Min\nGuest', 'Kim Hee Ae\nGuest', 'Lee Joon Gi\nGuest', 'Na Young Seok\nGuest', 'Jay Park\nGuest', 'Loco\nGuest'}",Korean
IU's Palette (2020),Three & Half Stars,"Drama , Kshow , Music , Korean | Episodes 15",IU's Palette is a fun talk show with a friendly and relaxed atmosphere. The show mixes humor with two segments of music by covering songs and singing duets with the guests. (Source: MyDramaList) Edit Translation English Español Português 한국어,Release: 2020,"{'Hwang Ye Ji\nGuest', '', 'Guest', 'Jo Kwon\nGuest', 'Lee Seung Gi\nGuest', 'Lee Soo Hyun\nGuest', 'Key\nGuest', 'Lee Chae Ryeong\nGuest', 'Choi Min Ho\nGuest', 'Chang Min\nGuest', 'Jung Jin Woon\nGuest', 'Shin Ryu Jin\nGuest', 'Shin Yuna\nGuest', 'Lee Tae Min\nGuest', 'Gong Yoo\nGuest', 'Jung Juk Jae\nGuest', 'IU\nMain Host', 'Lee Chan Hyuk\nGuest', 'Lia\nGuest', 'Byun Yo Han\nGuest'}",Korean
Hwaiting (2020),Not Rated,"Drama , Comedy , Kshow , Korean | Episodes 8","K-Pop stars will compete in a series of games for honor, the right to boast and receive a prize.",Release: 2020,not available,Korean
We Are Alone (2021),Four & Half Stars,"Drama , Drama , Romance , Korean | Episodes 10",We Are Alone,Release: 2021,not available,Korean
My Sweet Dear (2021),Three & Half Stars,"Drama , Drama , Food , Romance , Youth , Korean | Episodes 8","Yoon Do Gun is a highly talented chef and is the culinary creative genius behind Laura Dining, a top, critically acclaimed restaurant. But although Yoon Do Gun’s hard work has won Laura Dining to the top of the South Korean restaurant scene, the eponymous restaurant owner and Yoon Do Gun are beginning to pull in very different directions. While she wants to ensure that the menu is always packed with crowd-pleasing dishes, Yoon Do Gun wants to challenge diners with creative and newer preparations. The falling-out intensifies when the owner hires Choi Jung Woo to work in the same kitchen. The latter is a talented chef in his own right, but his real skills are in copying other people’s hit recipes, rather than developing his own. Although the two chefs begin on the wrong foot, adopting an adversarial stance to one another, after getting to know one another, the beginnings of an unlikely love story start to form. Could rivalry turn to romance as the heat intensifies in the kitchen?",Release: 2021,"{'Jang Do Yoon\nSupport Role', 'Jang Eui Soo\nMain Role', 'So Joon Moon\nUnknown Role', 'Lee Chan Hyung\nMain Role'}",Korean
Dali and the Cocky Prince (2021),Three & Half Stars,"Drama , Comedy , Drama , Romance , Korean | Episodes 16","As a young boy, Moo Hak grew up in the market as a peddler. Although he is ignorant, he is strong-willed and knows how to make money. He is now the managing director of Dondon F and B, a global restaurant chain that his family started as a small gamjatang diner. However, he isn't dignified and only cares about money. He meets Da Li, the only daughter and child of an upper-class family who runs an art gallery. She has a profound deep knowledge of things. She gets faced with bankruptcy due to her father's sudden death and begins a hard life. Moo Hak and Da Li start a relationship as a creditor and debtor over the art gallery. Will these two polar opposites understand each other and fall in love?",Release: 2021,"{'', 'Support Role', 'Kim Min Jae\nMain Role', 'Yeonwoo\nMain Role', 'Yoo Young Bok\nSupport Role', 'Seo Jung Yeon\nSupport Role', 'Lee Jung Sub\nUnknown Role', 'Kwon Yool\nMain Role', 'Do Ji Won\nSupport Role', 'Shin Kang Kyun\nGuest Role', 'Son Eun Hye\nUnknown Role', 'Jung Gyoo Soo\nGuest Role', 'Hwang Hee\nMain Role', 'Woo Hee Jin\nSupport Role', 'Jang Gwang\nSupport Role', 'Kim Yong Woon\nSupport Role', 'Yoo Hyung Kwan\nSupport Role', 'Hwang Bo Ra\nSupport Role', 'Ahn Kil Kang\nSupport Role', 'Main Role'}",Korean
You and I (1997),Not Rated,"Drama , Drama , Melodrama , Korean | Episodes 58","Park Jae Chul is an old sailor and a father to three sons and one daughter, Dong Kyu (the eldest), Young Kyu, Sang Ok and Min Kyu (youngest). Dong Kyu is working man and carrying the responsibility as the eldest in his family. He's in-love with Yoon Su Kyung (his co-worker). They work together to overcome all the difficulties to get married. Young Kyu dreams of nothing but money and marrying a rich girl on day. While serving in the military, he tricked a naive country girl Mi Sook who he promised to marry her. Mi Sook becomes blinded by love and provided all his needs. Sang Ok is the only girl in the family. She's a colleague student. Their youngest Min Kyu is a quiet and introvert son. He distances himself from his family and people because he's troubled by the fact that he's from another mother. Though he's a talented painter, he doesn't use his talent much. His brother Young Kyu and the rich girl Shi Yeon always stand by his side and pushes him to be better. ",Release: 1997,"{'', 'Choi Jong Soo\nUnknown Role', 'Lee Jin Woo\nSupport Role', 'Support Role', 'Unknown', 'Choi Jin Shil\nSupport Role', 'Kim Ok Joo\nUnknown', 'Cha In Pyo\nMain Role', 'Kim Yoo Ri\nSupport Role', 'Park Sang Won\nMain Role', 'Kim Jung Soo\nUnknown Role', 'Yang Taek Jo\nSupport Role', 'Shim Yang Hong\nSupport Role', 'Choi Bool Am\nMain Role', 'Park Ha\nSupport Role', 'Song Seung Heon\nMain Role', 'Lee Bon\nSupport Role', 'Park Won Sook\nSupport Role', 'Kim Hye Ja\nSupport Role', 'Kim Ji Young\nSupport Role', 'Seo Yoo Jung\nMain Role'}",Korean
1 Person House (2021),Two Stars,"Drama , Drama , Korean | Episodes 8","Depicts the lives of people with different backgrounds of growth, living in a single-person house. ",Release: 2021,{'Jin So Yeon\nMain Role'},Korean
My Daughter the Flower (2011),Two & Half Stars,"Drama , Drama , Family , Romance , Korean | Episodes 131","Yang Kkot-Nim is a therapist at a rehabilitation hospital. She is bright and brave, but highly emotional inside. Since her father passed away, Kkot-Nim gets through the world with her step mom Jang Soon-Ae, who has been always nice to her step-daughter Kkot-Nim. ",Release: 2011,"{'Son Eun Seo\nSupport Role', '', 'Lee Ji Hoon\nSupport Role', 'Kim Seung Hwan\nSupport Role', 'Bae Noo Ri\nGuest Role', 'Kim Bo Mi\nSupport Role', 'Park Jong Seol\nGuest Role', 'Jung Gyoo Soo\nSupport Role', 'Oh Young Shil\nSupport Role', 'Yoon So Jung\nSupport Role', 'Sun Woo Jae Duk\nSupport Role', 'Yoo Jae Myung\nGuest Role', 'Kim Jung Soo\nGuest Role', 'Heo Tae Hee\nGuest Role', 'Kim Young Jae\nGuest Role', 'Min Joon Hyun\nGuest Role', 'Choi Ro Woon\nSupport Role', 'Ryu Sung Hoon\nGuest Role', 'Lee Yoo Ri\nGuest Role'}",Korean
Sponsor (2021),Four & Half Stars,"Drama , Drama , Romance , Thriller , Korean | Episodes 12","A romance thriller between four men and women running like a runaway locomotive toward different desires, including success, revenge, children and love. ",Release: 2021,"{'', 'Support Role', 'Lee Ji Hoon\nMain Role', 'Han Chae Young\nMain Role', 'Lee Yoon Mi\nSupport Role', 'Kwak Gi Won\nUnknown Role', 'Kim Yun Seo\nSupport Role', 'Koo Ja Sung\nMain Role', 'Park Gye Hyung\nUnknown Role', 'Ji Yi Soo\nMain Role', 'Park Geun Hyung\nSupport Role', 'Kim Jung Tae\nSupport Role'}",Korean
The Love Master Season 2 (2021),Three Stars,"Drama , Kshow , Romance , Korean | Episodes 12",The Love Master Season 2,Release: 2021,"{'Shin Dong\nMain Host', 'Hong Jin Kyung\nMain Host', 'Hong Hyun Hee\nMain Host'}",Korean
Can't Take It Anymore (2013),Not Rated,"Drama , Drama , Family , Romance , Korean | Episodes 111","Jong Kab is a man in his 70s who is an extreme cheapskate and male chauvinist. He inspects his wife Bok Ja’s household accounts, wrecks meals by complaining about the food, and is stingy with even his wife’s sauna fees. Bok Ja is an extremely submissive and nice woman who was abused and treated like a housekeeper, not to mention being in a loveless marriage. She endures the bitterness until the marriage of her youngest daughter in order to fulfill her responsibility as a parent. As soon as her daughter’s wedding is over, her repressed feelings explode. She shoves divorce papers at Jong Kab and demands an end to their marriage. Jong Kab is extremely shocked by a Bok Ja he has never seen before, and tears up the divorce papers without hesitation, refusing to divorce. The four children of Jong Kab and Bok Ja ponder how to financially support their parents who are about to divorce. They all react differently to the late-life divorce of their parents and begin to think about what true love between married people is like.",Release: 2013,"{'', 'Baek Il Sub\nMain Role', 'Kim Young Jae\nSupport Role', 'Jo Joon Hyung\nUnknown Role', 'Lee Gyu Sub\nUnknown', 'CNU\nGuest Role', 'Min Woo Gi\nGuest Role', 'Lee Young Eun\nMain Role', 'Kwon Ji Min\nGuest Role', 'Choi Ji Won\nSupport Role', 'Kim Jin Woo\nMain Role', 'Oh Young Shil\nSupport Role', 'Lee Min Chul\nUnknown Role', 'Park Jin Soo\nGuest Role', 'Kim Min Ho\nSupport Role', 'Sun Woo Jae Duk\nSupport Role', 'Seo Young Myung', 'Min Ji Young\nSupport Role', 'Ahn Yun Hong\nSupport Role'}",Korean
The Mysterious Class (2021),Three & Half Stars,"Drama , Drama , Horror , Mystery , Supernatural , Korean | Episodes 8","""There are 21 students in our class."" ""What are you talking about... Your class have 20 students right from the start..!!"" Peaceful Class 4 of the 3rd grade of TREASURE high. Friendship X Mystery thriller while doubting each other. Will they be able to find the ghost? ",Release: 2021,"{'', 'Kim Joon Kyu\nMain Role', 'Jang Tae Hoon\nSupport Role', 'Asahi\nMain Role', 'Park Jung Woo\nMain Role', 'Yoon Jae Hyuk\nMain Role', 'Bang Ye Dam\nMain Role', 'So Jung Hwan\nMain Role', 'Choi Hyun Seok\nMain Role', 'Haruto\nMain Role', 'Yoshi\nMain Role', 'Kim Do Young\nMain Role', 'Park Ji Hoon\nMain Role', 'Main Role', 'Mashiho\nMain Role'}",Korean
One the Woman (2021),Four & Half Stars,"Drama , Comedy , Drama , Romance , Korean | Episodes 16","Tells the story of a tough and rogue female detective, who one day loses all of her memories and changes places with a conservative housewife who looks just like her. Jo Yeon Joo is a prosecutor and the only daughter of the action-taker in a gangster group. It’s reported that while chasing a suspect who looks very similar to her, she gets into a mysterious car accident. Her life changes when she wakes up from a coma with her life swapped with that of the youngest daughter of a chaebol in the top 20 of the financial world. The woman is also the daughter-in-law of BK Group, one of the leading groups in Korea, following an arranged marriage she didn’t want. Han Seung Wook is a chaebol, who still has pure feelings about his first love. Although he left Korea because he felt the cold-bloodedness of money and power through a fight for inheritance, the character steps up again to find the truth behind his father’s dishonorable death. In the process, he meets his first love again, and he strives to not lose the things he has been given anymore.",Release: 2021,"{'Jin Seo Yun\nSupport Role', '', 'Kim Do Yeon\nSupport Role', 'Choi Young Hoon\nUnknown Role', 'Support Role', 'Kim Yoon\nUnknown Role', 'Jo Dal Hwan\nSupport Role', 'Lee Won Geun\nSupport Role', 'Lee Ha Nui\nMain Role', 'Park Jeong Hwa\nSupport Role', 'Kim Young Hoon\nSupport Role', 'Lee Sang Yoon\nMain Role'}",Korean
Love as You Taste (2019),Two & Half Stars,"Drama , Drama , Food , Friendship , Romance , School , Korean | Episodes 10",Love and food - always the perfect match! A collection of love stories and heartbreaks paired with each person’s favourite food cravings as they all fall in and out of love. Vivacious university students start a club “Cooking Club for Better Taste” to tell their stories about love and relationships all while sharing their favourite food and dishes. Will they be ready for the main dish called life?,Release: 2019,"{'Kang Yoo Seok\nGuest Role', 'Hwang Da Seul\nUnknown Role', 'Jeong Seon Yul\nMain Role', 'Choi Ha Young\nSupport Role', 'Choi Min Soo\nMain Role', 'Kang Min Ah\nMain Role', 'Tae Kyung\nSupport Role', 'Cha Ni\nMain Role'}",Korean
