Title,Rating,Genre,Description,Casts,Country
Brutally Young (2020),Three Stars,"Drama , Crime , Drama , Mystery , Suspense , Thriller , Tragedy , HK | Episodes 20+","Eighteen years ago, on an ordinary night, seven teenagers, such as Lin Langsheng, Shen Jingyi and Xie Jiafu, who grew up in the estate, quarreled with the villager, Hu Qisi. After the fighting and chasing in the night, Qi Si fell in the pool of blood and died. They ran into a catastrophe and decided to bury the body, praying that this secret will never be known. Over the past 18 years, they have all grown up and established their own careers and lives. However, Qi Si's body was discovered and the secret of that year was unearthed. Inspector Ruan Lijin of the serious crimes team took over the homicide case and gradually revealed the truth. Li Jin's father, Ruan Jin is Qi Si’s biological father, and he is urging the murderer to bear the blame. Faced with heavy oppression, Langsheng, Jingyi and Jiafu stood at the door of life choices. Want to admit your fault and take responsibility? Or continue to hide the truth and fall into the dark abyss? When Langsheng fell in love with Li Jin, he fell into the trap of multiple relationships and could not break free. The real murderer, however, hides in the darkness, destroying all who reveal the truth","{'', 'Yeo Vivien\nXie Jie Qian\nMain Role', 'Chan Joel\nShum King Yat\nMain Role', 'Lam Dominic\nRuan Jin / ""Mark""\nMain Role', 'Choi Miguel\nDai Ching Kwok\nSupport Role', 'Tang Jim\nLou Ching\nSupport Role', 'Dai Ching Kwok\nSupport Role', 'Ho Anthony\nXie Jia Fu\nMain Role', 'Support Role', 'Shaun Tam\nLin Lang Sheng / ""Sam""\nMain Role', 'Stephen Ho\nSupport Role', 'Milkson Fong\nSupport Role', 'Kong Elvina\nYe Mei Sang / ""Kathy""""\nSupport Role', 'Wong Mandy\nRuan Li Jin / Madam Yuen\nMain Role', 'Chan Hebe\nSong Hiu Man\nSupport Role', 'Hon Mary\nSupport Role', 'Law Ken\nSupport Role', 'Yeung Griselda\nYuen King Sam\nSupport Role', 'Chiu Candice\nChoi Chau Man / ""Joanne""\nSupport Role'}",HongKong
Airport Strikers (2020),Three & Half Stars,"Drama , Action , Drama , HK | Episodes 25","The Hong Kong Airport Special Police Unit (ASU) is a special police force responsible for maintaining public and aviation security, counter-terrorism, key personnel protection, disaster support and many other areas. Encountering different situations on duty, they see the joys and sorrow of life that make them reflect on their own lives. With every step forward, they establish a sense of mission as the airport security police. ","{'', 'Poon Pat\nCheng Wang Yu\nSupport Role', 'Ng Carlo\nKong Kam Wing\nSupport Role', 'Yiu Kitterick\nYip Bo Hing\nSupport Role', 'Wong Hugo\nCheung Chan Hak\nMain Role', 'Tong Roxanne', 'Wong Jonathan\nCai Tin Lok\nSupport Role', 'Kwan Eddie\nMan Wing Keung\nSupport Role', 'Yeung Matt\nMa Yong Yee / ""Easy""\nMain Role', 'Ching Rainbow\nKui Wai Ping\nSupport Role', 'Chak Tyson\nHung Lau\nSupport Role', 'Hui Jack\nSung Tin Kei\nSupport Role', 'Lai Winki\nChang Hiu San\nSupport Role', 'Chu Brian\nWu Koon Chung\nSupport Role', 'Lo Henry\nDeng Ying Tou\nSupport Role', 'Suen Snow\nChan Mei Yan\nSupport Role', 'Choi Sisley\nSan Hoi Ching\nMain Role', 'Cheung Owen\nCheung King San / ""Hill""\nMain Role', 'Tang Gloria\nHo Si Wa / ""Silver""', 'Yip Fanny\nSupport Role', 'Yeow Eileen\nChou Fung Chu\nSupport Role'}",HongKong
Leap Day (2020),Three Stars,"Drama , Comedy , Drama , Fantasy , Romance , Sci-Fi , HK | Episodes 10","Yeesa is an artist who was born on leap day in 1992. On her birthday, she has an encounter with two men, a sushi master and the president of Mystery Club. This experience makes Yeesa realize that she has the ability to repair all past mistakes through time travel. On the other hand, both men gradually fall in love with Yeesa, and this puts them in a love triangle. ","{'Ranya Lee\nFiona\nSupport Role', 'Sofiee Ng\nYeesa\nMain Role', 'Krince Mak\nKa Ka\nSupport Role', 'Terrance Lau Chun Him\nYu Ka Chung\nMain Role', 'Chui Tien You\nRyan\nMain Role'}",HongKong
Forensic Heroes IV (2020),Three Stars,"Drama , Action , Crime , Detective , Drama , Investigation , Mystery , Suspense , HK | Episodes 40",The fourth installment and reboot of Forensic Heroes features a new cast and new stories. ,"{'', 'Tse Patrick\nLong Siu Tien\nGuest Role', 'Shaun Tam\nKwok Fai Wong / King Sir\nMain Role', 'Cheng Yumiko\nHau Man Lei\nSupport Role', 'Li Selena\nMan Ka Hei / Dr. Man\nMain Role', 'Wong Raymond\nKo On / ""Colton""\nMain Role', 'Pinky Cheung\nCheung Suek Man\nSupport Role', 'Wiyona Yeung\nTong Sam Yuet\nSupport Role', 'Ma Oi Mei\nSupport Role', 'Gabriel Harrison\nSze Kin Chin\nSupport Role', 'Cheung Jonathan\nMichael Ma\nSupport Role', 'Yim Michelle\nLong Ying Suet\nGuest Role', 'Cheng Timothy\nHo Lap Wai / ""Louis""\nSupport Role', 'Zhu Rebecca\nKo Ching / Madam Ko\nMain Role', 'Chan Alice\nSui Wai Ming / ""Queen""\nMain Role', 'Lam Ka Mei\nSupport Role', 'Chau Che\nSupport Role', 'Tong Roxanne\nCui Yi / ""Chris""\nSupport Role', 'Arnold Kwok\nYu Wai Ding\nSupport Role', 'Cheng Frederick\nCham Ting / ""Charm""\nSupport Role'}",HongKong
The Dripping Sauce (2020),Three Stars,"Drama , Business , Drama , Family , HK | Episodes 30","Man Koon Brewery is a century-old soy sauce maker in Foshan. The motto of patriarch Man Kai Shan and his wife Tsik Tak Yung is “Male succession and keep it in the family”. However, because of a contaminated soy sauce incident, they just have to let two women, namely, Ha Siu Moon and Ip Sai Yiu, join the business. The duo and their son Man Cheuk Fung become fellow apprentices. Junior master Wah Ko gets involved with the trio, resulting in an intriguing foursome. Meanwhile, everybody gets anxious as certain secrets about the Mans are revealed and Cheuk Fung is abruptly taken away. At the brewery, Kai Shan’s younger brothers Kai Shek, Kai Tsun, and Kai Kong want to divide the family fortune. And even outsider General Ko Shiu Wing is plotting to get his hands on a piece of the pie. With a 100-year history, Man Koon Brewery’s future is in doubt as it gets into such a precarious situation.","{'', 'Ng James\nWa Ko\nMain Role', 'Yeung Griselda\nMan Yuk An\nSupport Role', 'Wong Stephen\nMan Cheuk Nam\nSupport Role', 'Wai Willie\nKeung Yee Kan\nSupport Role', 'Kong Kaman\nKo Sheung Sheung\nSupport Role', 'Tsui Wing\nMan Kai Gong\nSupport Role', 'Support Role', 'Mimi Kung\nYik Dak Yung\nSupport Role', 'Kwok Florence\nCheung Siu Jing\nSupport Role', 'Cheng Timothy\nMan Kai Shek\nSupport Role', 'Lee Joseph\nLau King Yip\nSupport Role', 'Chan Hebe\nHong Ling\nSupport Role', 'Cheung Russell\nDai Hau Fuk\nSupport Role', 'Ho Matthew\nMan Cheuk Fung\nMain Role', 'Kung Katy\nYip Sai Mo\nMain Role', 'Ng Hugo\nMan Kai San\nSupport Role', 'Zhu Rebecca\nHa Siu Moon\nMain Role', 'Yeung Matt\nGuest Role', 'Chan Gary\nMan Kai Chun\nSupport Role'}",HongKong
Wonder Women (2019),Three Stars,"Drama , Drama , HK | Episodes 25","Lan Fei is a beautiful and fashionable housewife, who lives happily with her husband Shang Jian Xiong. Lan Fei has two good girlfriends: beautiful Ma Si Lei and a strong woman Wan Feng Hua. ","{'Chau Pakho\nMain Role', '', 'Miriam Yeung\nMain Role', 'Wong Jonathan\nMui Gwan Ming\nSupport Role', 'Jinny Ng\nSupport Role', 'Support Role', 'Zhu Rebecca\nMain Role', 'Wong Raymond\nMain Role', 'Kai LuLu\nSupport Role', 'Hung Tony\nMain Role', 'Chan Alice\nMain Role', 'Lo Henry\nSupport Role'}",HongKong
Ratman to the Rescue (2019),Two & Half Stars,"Drama , Adventure , HK | Episodes 20","This combination of Sammy and Cuiru is described as bold, because in fact, the number of two people filming is not large, Cui Ru refers to the TVB filmed by ten hands, and Sammy has been filmed by TVB There are even fewer episodes. But in fact, it ’s the first cooperation. Cuiru recalled the filming of the first film that year: ""My first set had a performance"" I want to be a model "". At that time, I was only an old It ’s called dialogue. It ’s similar to Abian ’s arrival, but when I ’m done talking, the camera has been turned away. ”After hearing the frank response, Sammy actually remembered it.","{'', 'Leung Sammy\nMain Role', 'Wong Priscilla\nMain Role', 'Support Role', 'Yu Henry\nSupport Role', 'Peter Lai\nSupport Role', 'Kong Kaman\nMain Role', 'Lo Angelina\nSupport Role', 'Lo Henry\nSupport Role', 'Chau Daniel\nSupport Role', 'Ma Helen\nSupport Role', 'Tam Zoie\nMain Role'}",HongKong
The Offliners (2019),Two & Half Stars,"Drama , Business , Comedy , Drama , Life , Romance , HK | Episodes 20","In Hong Kong, entering the financial, real estate or commercial industries are ""down-to-earth"" activities, but wealthy heiress Katy Kung likes being ""off the ground."" She and good friend Jason Chan open a tech start-up. A hacker incident allows Katy to witness the talents of IT genius Owen Cheung. She invites him to join the company. Owen is an ""off-the-ground"" homebody who disregards the world around him. With the help of nurse Moon Lau, he learns how to communicate well and starts to develop feelings for her. Katy and Owen go from having a difference of opinions to working together and complementing each other's weaknesses, and she unconsciously develops feelings for him. Katy initially believed that technology will bring beauty to the world until Internet scandals successively hit her father, brother, and sister!",not available,HongKong
Lady Flower Fist (1997),Three & Half Stars,"Drama , Adventure , Comedy , Drama , Historical , Martial Arts , Romance , HK | Episodes 20","This is the fictional historical drama about the ""account life"" of Miu Chui Fa, the mother of legendary martial artist Fong Sai-Yuk. Miu Chui Fa always loved to have fun with little self restraint and consideration with her righteousness. It was because her righteous actions she injured an imperial officer's son and was about to face his fury when Fong Tuk (an influential family liked by the emperor) used his status to ""marry"" Miu Chui Fa to deter them. It's the comedic story of the developing relationship between Fong Dak and Miu Chui Fa dealing with relationships, family, activism, and each other amongst legendary martial artists and political turmoil of their time. Add Synopsis In Portuguese",not available,HongKong
The Man Who Kills Troubles (2019),Three Stars,"Drama , Adventure , Drama , HK | Episodes 30","“Resolver” assists the gang to solve the ultimate problem, often with nothing! The Australian Chinese gangster solver, Xi Xichen (Wang Haoxin), wants to stay away from the underworld and love Gao Xier (Zhang Yuwen), but unfortunately Xier accidentally died. At the same time, Xichen was blamed for killing the gang leader, escaping from the death to death, and becoming a middle school physical education teacher in Hong Kong to start a second life. Jiang Yingxin (Tang Shizhao), the new class teacher of Class 5E, is actually the gang of the gang leader Jiang Wei (Luo Lelin), and Jiang Yijin’s hand-washing black and white has set off huge waves in black and white, and the campus is in a position to be resolved as a solution. Protect Ying Xin and the mission of the students. The Police Force's star, Wen Haoquan (Zhang Yikang), is determined to eradicate the black forces in Hong Kong. A truth has completely ruined his morality. He has embarked on a path of magic, and his subordinate Song Qiaoying (Feng Yingying) loves Haoquan. But want to persuade no one...","{'', 'Kiu Yik Fong\nSupport Role', 'Cheung Jonathan\nMan Hou Chun / Man Sir\nSupport Role', 'Wong Vincent\nKa King Chung / ""Karson""\nMain Role', 'Support Role', 'Law Lok Lam\nCheung Tou\nSupport Role', 'Pinky Cheung\nMa Kwok Hing / Madam Ma\nSupport Role', 'Cheung Kelly\nWong Lai Wing / ""Jessica""\nSupport Role', 'Wong Stephen\nLung Siu Fong\nSupport Role', 'Peter Pang\nKiu Yik Fong\nSupport Role', 'Nora Miao\nChung Shuk Yan / ""Ginger""\nSupport Role', 'Fung Crystal\nSong Hau Ching / ""Nicole""\nSupport Role', 'Tong Michael\nCheung Tien Yan\nSupport Role', 'Chong Jacquline\nSupport Role', 'Chan Sharon\nHung Chung Yu\nSupport Role', 'Li Eric\nCheung Tai Bong\nSupport Role', 'Tong Natalie\nChan Mei Yu / Cheung Wing Yan / ""Jovy""\nMain Role'}",HongKong
Finding Her Voice (2019),Three Stars,"Drama , Comedy , Drama , HK | Episodes 30","Retired principal Chung King Fai returned to Hong Kong from Canada in order to search for the soprano voice on his mind. He returns to the rebuilt Ngau Tau Kok Estate. His granddaughter, the reclusive illustrator Jacqueline Wong, promises to help him find his former students from the elementary school choir from forty years ago. The divorced Jacqueline, with the help of her investigator friend and ""fake husband"" Owen Cheung, and former students Hugo Ng and Mimi Kung, finally finds the other members - Ram Chiang, Joe Cheng, Sam Tsang, Willie Wai, Jimmy Au, Savio Tsand and former music teacher Lo Koon Lan - and reunites the choir. But these middle-aged men, who have experienced life's hardships have become like oily fried sticks who have lost hope in life. In the process of searching for the soprano, Jacqueline and Owen develop a subtle relationship, while the middle-aged men rediscover their passion for life and shine on the stage once again! ",not available,HongKong
Barrack O'Karma (2019),Three Stars,"Drama , Drama , Horror , Thriller , HK | Episodes 20","The story follows the supernatural journeys of 10 residents, including the mysterious disappearance of a single mother’s son, the strange movements of a bookstore owner, an otaku who stalks his neighbor, and the mysterious appearance of a young wife who pushes a sealed-up baby carriage.",not available,HongKong
Flying Tiger II (2019),Two & Half Stars,"Drama , Action , Adventure , Drama , Investigation , Mystery , Thriller , HK | Episodes 30",An all new story unrelated to the first series. It will focus on terrorism and international conflicts between Hong Kong and the UK. Filming began in October 2018 and will take place both domestically and in London. Hollywood actor Lee Pace will be filming with the cast for 4 weeks.,not available,HongKong
Girlie Days (2019),Three & Half Stars,"Drama , Drama , HK | Episodes 20","The drama follows the up-and-downs of Kristal Tin‘s character. She marries Raymond Cho’s character at age 19 with her sister’s daughter in tow. Her life revolves around her family, but after 20 years of marriage she finds out that her husband is in love with another woman. She files for divorce, loses her job, and her daughter leaves her. Her life falls apart and the story follows her inspirational journey to find herself again.",not available,HongKong
Psycho Detective 2 (2019),Three Stars,"Drama , Supernatural , HK | Episodes 30","This is a prequel to Psycho Detective so it is set in the 1980’s. It follows Pang Pak-chuen (Adam Cheng), a Taoist master and an university professor of philosophy who accepts three young men Cheung Hon-chung (Bryant Mak), Tsui Pak-keung (Brian Chan), and Szema Chi-chuen (Neo Yau) as his disciples. The four become famous ghost-busting fighters, and soon get recruited by the secret police unit “Seventh Assault Team” to solve a serious of supernatural cases. It was during this time when he meets the triad boss “Ghost Sing” (Michael Tao), who is also a traditional Chinese physician. ",not available,HongKong
